City,Area,total_sqft,BHK,Parking,AC,Wifi,Lift,Security,Price,Price_per_sqft
Banglore,Thanisandra,985,2,0,1,0,1,0,68.0,6904.0
Banglore,Devanahalli,1533,3,0,1,0,1,1,67.98,4434.0
Banglore,Devanahalli,1384,3,0,1,0,1,1,61.72,4460.0
Banglore,Devanahalli,1186,2,0,1,0,1,1,53.41,4503.0
Banglore,Devanahalli,1090,2,0,1,0,1,1,49.38,4530.0
Banglore,Devanahalli,776,1,0,1,0,1,1,36.19,4664.0
Banglore,Devanahalli,711,1,0,1,0,1,1,33.72999,4744.0
Banglore,Yelahanka,1599,3,1,1,0,1,1,86.73,5424.0
Banglore,Yelahanka,1365,3,1,1,0,1,1,74.56,5462.0
Banglore,Yelahanka,1217,2,1,1,0,1,1,66.87,5495.0
Banglore,Yelahanka,1171,2,1,1,0,1,1,64.48,5506.0
Banglore,Hosa Road,1726,3,1,1,0,1,1,94.58,5480.0
Banglore,Other,1005,2,0,0,0,1,0,40.0,3980.0
Banglore,Other,1536,3,1,1,0,1,1,107.0,6966.0
Banglore,ITPL,2210,3,1,1,0,1,1,186.0,8416.0
Banglore,Varthur,1535,3,0,1,0,1,1,84.34,5494.0
Banglore,Varthur,1485,3,0,1,0,1,1,85.09,5730.0
Banglore,Begur,1080,2,0,0,0,1,1,54.26,5024.0
Banglore,Other,1047,2,1,1,0,1,1,84.0,8023.0
Banglore,Whitefield Hope Farm Junction,1970,3,1,1,0,1,1,162.0,8223.0
Banglore,Whitefield Hope Farm Junction,2860,4,1,1,0,1,1,232.0,8112.0
Banglore,ITPL,1695,3,1,1,0,1,0,135.0,7965.0
Banglore,Whitefield Hope Farm Junction,1815,3,1,1,0,1,1,150.0,8264.0
Banglore,ITPL,3360,4,1,1,0,1,1,260.0,7738.0
Banglore,ITPL,1763,3,1,1,0,1,0,137.99999,7828.0
Banglore,Other,1397,3,1,1,0,1,1,111.0,7946.0
Banglore,Varthur,2321,3,1,1,0,1,1,171.0,7368.0
Banglore,Varthur,1216,2,1,1,0,1,1,91.0,7484.0
Banglore,Varthur,2830,4,1,1,0,1,1,200.0,7067.0
Banglore,Whitefield Hope Farm Junction,1325,2,0,0,0,1,1,45.05,3400.0
Banglore,Whitefield Hope Farm Junction,1480,3,0,0,0,1,1,50.32,3400.0
Banglore,Whitefield Hope Farm Junction,1155,2,0,0,0,1,1,39.27,3400.0
Banglore,Whitefield Hope Farm Junction,1285,2,0,0,0,1,1,43.69,3400.0
Banglore,Whitefield Hope Farm Junction,1515,3,0,0,0,1,1,51.51,3400.0
Banglore,Whitefield Hope Farm Junction,1280,2,0,0,0,1,1,43.52,3400.0
Banglore,Whitefield Hope Farm Junction,1290,2,0,0,0,1,1,43.86,3400.0
Banglore,Whitefield Hope Farm Junction,1190,2,0,0,0,1,1,40.46,3400.0
Banglore,Whitefield Hope Farm Junction,1285,2,0,0,0,1,1,43.69,3400.0
Banglore,Harlur,1460,3,0,0,0,1,0,106.0,7260.0
Banglore,Other,1230,2,0,1,0,1,0,98.0,7967.0
Banglore,Harlur,1220,2,1,0,0,1,1,88.63,7265.0
Banglore,JP Nagar Phase 8,1230,2,0,1,0,1,0,85.0,6911.0
Banglore,Gottigere,1709,3,1,0,0,1,1,90.5,5295.0
Banglore,Gottigere,1330,2,1,1,0,1,1,70.0,5263.0
Banglore,Gottigere,1709,3,1,1,0,1,1,90.5,5295.0
Banglore,Other,1104,2,0,1,0,1,0,66.98999,6068.0
Banglore,Other,1220,2,1,1,0,1,1,54.99,4507.0
Banglore,Other,1489,3,0,1,0,1,0,90.0,6044.0
Banglore,Gottigere,1299,2,1,1,0,1,1,68.0,5235.0
Banglore,Other,1843,3,0,1,0,1,0,84.99,4612.0
Banglore,Other,1257,2,0,1,0,1,0,64.98999,5170.0
Banglore,Subramanyapura,1195,2,0,1,0,1,1,68.0,5690.0
Banglore,Subramanyapura,1165,2,0,1,0,1,1,78.0,6695.0
Banglore,Other,1340,2,0,1,0,1,0,78.0,5821.0
Banglore,Other,1339,2,0,1,0,1,0,78.0,5825.0
Banglore,Subramanyapura,1603,3,0,1,0,1,1,90.0,5614.0
Banglore,Varthur,1410,3,0,0,0,0,0,61.33,4350.0
Banglore,Varthur,1475,3,0,0,0,0,0,64.16,4350.0
Banglore,Varthur,1410,3,0,0,0,0,0,61.33,4350.0
Banglore,Varthur,990,2,0,0,0,0,0,43.06,4349.0
Banglore,Varthur,1475,3,0,0,0,0,0,64.16,4350.0
Banglore,Varthur,1120,2,0,0,0,0,0,48.72,4350.0
Banglore,Varthur,990,2,0,0,0,0,0,43.06,4349.0
Banglore,Varthur,1150,2,0,0,0,0,0,50.02,4350.0
Banglore,Varthur,1120,2,0,0,0,0,0,48.72,4350.0
Banglore,Varthur,1150,2,0,0,0,0,0,50.02,4350.0
Banglore,Varthur,1690,3,0,0,0,0,0,73.51,4350.0
Banglore,Varthur,1690,3,0,0,0,0,0,73.51,4350.0
Banglore,Varthur,1060,2,0,0,0,0,0,46.11,4350.0
Banglore,Varthur,1060,2,0,0,0,0,0,46.11,4350.0
Banglore,Varthur,1595,3,0,0,0,0,0,69.38,4350.0
Banglore,Varthur,1595,3,0,0,0,0,0,69.38,4350.0
Banglore,Other,1471,2,1,0,0,1,1,59.72,4060.0
Banglore,Other,1340,3,0,0,0,1,0,51.0,3806.0
Banglore,Other,1340,3,0,0,0,1,0,46.0,3433.0
Banglore,Other,1773,3,1,0,0,1,1,120.0,6768.0
Banglore,Other,1811,3,1,0,0,1,1,122.0,6737.0
Banglore,Other,1483,2,1,0,0,1,1,102.0,6878.0
Banglore,Other,1816,3,1,0,0,1,1,124.0,6828.0
Banglore,Other,1389,2,1,0,0,1,1,95.95,6908.0
Banglore,Other,1761,3,1,0,0,1,1,119.0,6758.0
Banglore,Other,1260,2,0,0,0,1,0,50.5,4008.0
Banglore,Other,920,1,0,0,0,1,0,37.35,4060.0
Banglore,Bommasandra,1295,3,1,0,0,1,1,51.8,4000.0
Banglore,Bommasandra,920,2,1,0,0,1,1,37.0,4022.0
Banglore,Other,920,1,0,0,0,1,0,37.35,4060.0
Banglore,Other,1260,3,0,0,0,1,0,50.5,4008.0
Banglore,Bommasandra,1015,2,0,0,0,0,0,40.99,4038.0
Banglore,Other,920,2,0,0,0,0,0,37.35,4060.0
Banglore,Bommasandra,920,2,0,0,0,1,0,37.35,4060.0
Banglore,Other,920,2,0,0,0,1,0,37.35,4060.0
Banglore,Other,920,2,0,0,0,1,0,37.34,4059.0
Banglore,Other,1015,2,0,0,0,0,0,40.99,4038.0
Banglore,Other,1015,2,0,0,0,1,0,40.99,4038.0
Banglore,RR Nagar,1143,2,1,0,0,1,1,48.0,4199.0
Banglore,RR Nagar,1551,3,1,0,0,1,1,65.14,4200.0
Banglore,RR Nagar,1200,2,1,0,0,1,1,44.4,3700.0
Banglore,RR Nagar,1196,2,1,0,0,1,1,50.0,4181.0
Banglore,RR Nagar,1530,3,1,0,0,1,1,52.02,3400.0
Banglore,RR Nagar,1306,2,1,0,0,1,1,44.4,3400.0
Banglore,RR Nagar,1255,2,1,0,0,1,1,53.8,4287.0
Banglore,RR Nagar,1693,3,1,0,0,1,1,57.39,3390.0
Banglore,RR Nagar,1530,3,1,0,0,1,1,64.26,4200.0
Banglore,RR Nagar,1540,3,1,0,0,1,1,58.0,3766.0
Banglore,RR Nagar,1196,2,1,0,0,1,1,51.48,4304.0
Banglore,RR Nagar,1419,2,1,0,0,1,1,60.28,4248.0
Banglore,RR Nagar,1608,3,1,0,0,1,1,54.51,3390.0
Banglore,RR Nagar,1200,2,1,0,0,1,1,44.0,3667.0
Banglore,RR Nagar,1255,2,1,0,0,1,1,53.8,4287.0
Banglore,RR Nagar,1693,3,1,0,0,1,1,57.39,3390.0
Banglore,RR Nagar,1530,3,1,0,0,1,1,64.26,4200.0
Banglore,RR Nagar,1540,3,1,0,0,1,1,58.0,3766.0
Banglore,RR Nagar,1196,2,1,0,0,1,1,51.48,4304.0
Banglore,RR Nagar,1419,2,1,0,0,1,1,60.28,4248.0
Banglore,RR Nagar,1200,2,1,0,0,1,1,44.4,3700.0
Banglore,RR Nagar,1530,3,1,0,0,1,1,64.0,4183.0
Banglore,RR Nagar,1267,2,1,0,0,1,1,53.8,4246.0
Banglore,RR Nagar,1200,2,1,0,0,1,1,44.4,3700.0
Banglore,RR Nagar,1500,3,1,0,0,1,1,56.0,3733.0
Banglore,RR Nagar,1530,3,1,0,0,1,1,64.66,4226.0
Banglore,RR Nagar,1570,3,1,0,0,1,1,53.22,3390.0
Banglore,RR Nagar,1693,3,1,0,0,1,1,57.39,3390.0
Banglore,RR Nagar,1551,3,1,0,0,1,1,52.57,3389.0
Banglore,RR Nagar,1608,3,1,0,0,1,1,54.51,3390.0
Banglore,RR Nagar,1530,3,1,0,0,1,1,64.66,4226.0
Banglore,RR Nagar,1527,3,1,0,0,1,1,64.13,4200.0
Banglore,RR Nagar,1196,2,1,0,0,1,1,51.48,4304.0
Banglore,RR Nagar,1530,3,1,0,0,1,1,64.0,4183.0
Banglore,RR Nagar,1200,2,1,0,0,1,1,44.4,3700.0
Banglore,RR Nagar,1196,2,1,0,0,1,1,50.0,4181.0
Banglore,RR Nagar,1530,3,1,0,0,1,1,52.02,3400.0
Banglore,RR Nagar,1306,2,1,0,0,1,1,44.4,3400.0
Banglore,RR Nagar,1200,2,1,0,0,1,1,44.0,3667.0
Banglore,RR Nagar,1570,3,1,0,0,1,1,53.22,3390.0
Banglore,RR Nagar,1693,3,1,0,0,1,1,57.39,3390.0
Banglore,RR Nagar,1551,3,1,0,0,1,1,52.57,3389.0
Banglore,RR Nagar,1608,3,1,0,0,1,1,54.51,3390.0
Banglore,RR Nagar,1530,3,1,0,0,1,1,64.66,4226.0
Banglore,RR Nagar,1196,2,1,0,0,1,1,51.48,4304.0
Banglore,RR Nagar,1530,3,1,0,0,1,1,64.0,4183.0
Banglore,RR Nagar,1196,2,1,0,0,1,1,51.48,4304.0
Banglore,RR Nagar,1530,3,1,0,0,1,1,64.66,4226.0
Banglore,RR Nagar,1527,3,1,0,0,1,1,64.13,4200.0
Banglore,RR Nagar,1200,2,1,0,0,1,1,50.4,4200.0
Banglore,RR Nagar,1306,2,1,0,0,1,1,54.85,4200.0
Banglore,RR Nagar,1530,3,1,0,0,1,1,64.26,4200.0
Banglore,RR Nagar,1200,2,1,0,0,1,1,44.4,3700.0
Banglore,RR Nagar,1530,3,1,0,0,1,1,64.59999,4222.0
Banglore,RR Nagar,1200,2,1,0,0,1,1,44.0,3667.0
Banglore,RR Nagar,1196,2,1,0,0,1,1,51.48,4304.0
Banglore,RR Nagar,1551,3,1,0,0,1,1,65.14,4200.0
Banglore,RR Nagar,1530,3,1,0,0,1,1,64.0,4183.0
Banglore,RR Nagar,1530,3,1,0,0,1,1,64.0,4183.0
Banglore,RR Nagar,1200,2,1,0,0,1,1,44.4,3700.0
Banglore,RR Nagar,1187,2,1,0,0,1,1,44.4,3741.0
Banglore,RR Nagar,1419,2,1,0,0,1,1,59.59,4199.0
Banglore,RR Nagar,1200,2,1,0,0,1,1,50.4,4200.0
Banglore,RR Nagar,1200,2,1,0,0,1,1,44.4,3700.0
Banglore,RR Nagar,1419,2,1,0,0,1,1,60.28,4248.0
Banglore,RR Nagar,1530,2,1,0,0,1,1,64.0,4183.0
Banglore,RR Nagar,1255,2,1,0,0,1,1,53.8,4287.0
Banglore,RR Nagar,1196,2,1,0,0,1,1,50.23,4200.0
Banglore,RR Nagar,1196,2,1,0,0,1,1,50.23,4200.0
Banglore,RR Nagar,1295,2,1,0,0,1,1,54.0,4170.0
Banglore,RR Nagar,1196,2,1,0,0,1,1,51.48,4304.0
Banglore,RR Nagar,1303,2,1,0,0,1,1,54.0,4144.0
Banglore,RR Nagar,1200,2,1,0,0,1,1,44.4,3700.0
Banglore,RR Nagar,1196,2,1,0,0,1,1,47.84,4000.0
Banglore,RR Nagar,1143,2,1,0,0,1,1,48.0,4199.0
Banglore,RR Nagar,1200,2,1,0,0,1,1,44.4,3700.0
Banglore,Electronic City Phase 2,1068,2,1,0,0,1,1,38.97999,3650.0
Banglore,Bommasandra,920,2,1,0,0,1,1,37.61999,4089.0
Banglore,Bommasandra,1005,2,1,0,0,1,1,41.1,4090.0
Banglore,Bommasandra,1005,2,1,0,0,1,1,40.0,3980.0
Banglore,Bommasandra,975,2,1,0,0,1,1,39.58,4059.0
Banglore,Bommasandra,920,2,1,0,0,1,1,37.35,4060.0
Banglore,Bommasandra,1005,2,1,0,0,1,1,40.79999,4060.0
Banglore,Bommasandra,1005,2,1,0,0,1,1,40.79999,4060.0
Banglore,Bommasandra,975,2,1,0,0,1,1,39.29,4030.0
Banglore,Bommasandra,955,2,1,0,0,1,1,38.2,4000.0
Banglore,Bommasandra,1055,2,1,0,0,1,1,42.2,4000.0
Banglore,Bommasandra,1005,2,1,0,0,1,1,40.2,4000.0
Banglore,Bommasandra,1260,3,1,0,0,1,1,50.77,4029.0
Banglore,Devanahalli,1000,2,0,0,0,1,1,45.0,4500.0
Banglore,Devanahalli,1000,2,0,0,0,1,1,44.0,4400.0
Banglore,Kudlu,1850,3,1,0,0,1,1,119.0,6432.0
Banglore,Kudlu,1850,3,1,0,0,1,1,121.0,6541.0
Banglore,Kudlu,1850,3,1,0,0,1,1,123.0,6649.0
Banglore,Kudlu,1850,3,1,0,0,1,1,123.0,6649.0
Banglore,Horamavu,1100,2,1,0,0,1,1,41.0,3727.0
Banglore,Begur,1198,2,1,0,0,1,1,68.3,5701.0
Banglore,Begur,1198,2,1,0,0,1,1,67.5,5634.0
Banglore,Begur,1197,2,1,0,0,1,1,68.0,5681.0
Banglore,Devanahalli,1000,2,1,0,0,1,1,38.4,3840.0
Banglore,Devanahalli,1000,2,1,0,0,1,1,38.0,3800.0
Banglore,Devanahalli,1000,2,1,0,0,1,1,40.0,4000.0
Banglore,Devanahalli,1000,2,1,0,0,1,1,38.47999,3848.0
Banglore,Devanahalli,1000,2,1,0,0,1,1,38.35,3835.0
Banglore,Devanahalli,1000,2,1,0,0,1,1,38.25,3825.0
Banglore,Devanahalli,1000,2,1,0,0,1,1,38.65,3865.0
Banglore,Bommasandra,1005,2,1,0,0,1,1,39.0,3881.0
Banglore,Bommasandra,1055,2,1,0,0,1,0,41.0,3886.0
Banglore,Bommasandra,1000,2,1,0,0,1,0,40.0,4000.0
Banglore,Bommasandra,1055,2,1,0,0,1,0,41.0,3886.0
Banglore,Bommasandra,1365,3,1,0,0,1,0,53.0,3883.0
Banglore,Bommasandra,1055,2,1,0,0,1,0,41.0,3886.0
Banglore,Bommasandra,1365,3,1,0,0,1,0,53.0,3883.0
Banglore,Bommasandra,1365,3,1,0,0,1,0,53.0,3883.0
Banglore,Bommasandra,1055,2,1,0,0,1,0,41.0,3886.0
Banglore,Bommasandra,1365,3,1,0,0,1,0,53.0,3883.0
Banglore,Bommasandra,1050,2,1,0,0,1,0,41.0,3905.0
Banglore,Muneshwara Nagar,1300,3,0,0,0,1,0,84.5,6500.0
Banglore,Muneshwara Nagar,1230,3,0,0,0,1,0,79.95,6500.0
Banglore,Muneshwara Nagar,1305,3,0,0,0,1,0,88.74,6800.0
Banglore,Muneshwara Nagar,1195,3,0,0,0,1,0,77.67,6500.0
Banglore,Muneshwara Nagar,1300,3,0,0,0,1,0,84.5,6500.0
Banglore,Nayandahalli,1520,3,1,0,0,1,1,98.0,6447.0
Banglore,Nayandahalli,1180,2,1,0,0,1,1,76.5,6483.0
Banglore,Nayandahalli,1180,2,1,0,0,1,1,72.0,6102.0
Banglore,Nayandahalli,1520,3,1,0,0,1,1,102.0,6711.0
Banglore,Nayandahalli,1933,3,1,0,0,1,1,128.0,6622.0
Banglore,Nayandahalli,1826,3,1,0,0,1,1,126.0,6900.0
Banglore,Nayandahalli,1749,3,1,0,0,1,1,136.0,7776.0
Banglore,Nayandahalli,1749,3,1,0,0,1,1,126.0,7204.0
Banglore,Nayandahalli,1749,3,1,0,0,1,1,126.0,7204.0
Banglore,Nayandahalli,1739,3,1,0,0,1,1,124.0,7131.0
Banglore,Junnasandra,1691,3,1,0,0,1,1,109.0,6446.0
Banglore,Junnasandra,2170,3,1,0,0,1,1,140.0,6452.0
Banglore,Junnasandra,1691,3,1,0,0,1,1,109.0,6446.0
Banglore,Whitefield Hope Farm Junction,1145,2,0,0,0,1,1,47.51,4149.0
Banglore,Whitefield Hope Farm Junction,1100,2,0,0,0,1,1,45.65,4150.0
Banglore,RR Nagar,1590,3,0,0,0,0,0,92.22,5800.0
Banglore,Muneshwara Nagar,1305,3,0,0,0,1,0,88.74,6800.0
Banglore,Muneshwara Nagar,1300,3,0,0,0,1,0,84.5,6500.0
Banglore,Other,1480,3,0,1,0,1,0,90.0,6081.0
Banglore,Begur,1241,2,1,0,0,1,1,76.0,6124.0
Banglore,Begur,1232,2,1,0,0,1,1,73.0,5925.0
Banglore,Begur,1221,2,1,0,0,1,1,74.5,6102.0
Banglore,Begur,1220,2,1,0,0,1,1,73.0,5984.0
Banglore,Begur,1210,2,1,0,0,1,1,70.0,5785.0
Banglore,Begur,1375,3,1,0,0,1,1,79.5,5782.0
Banglore,Begur,1368,3,1,0,0,1,1,83.5,6104.0
Banglore,Begur,1375,3,1,0,0,1,1,82.5,6000.0
Banglore,Begur,1368,3,1,0,0,1,1,80.5,5885.0
Banglore,Begur,1366,3,1,0,0,1,1,78.0,5710.0
Banglore,Begur,1358,3,1,0,0,1,1,78.0,5744.0
Banglore,Begur,1241,2,1,0,0,1,1,78.0,6285.0
Banglore,Begur,1232,2,1,0,0,1,1,74.5,6047.0
Banglore,Bommasandra,1055,2,1,0,0,1,0,41.0,3886.0
Banglore,Bommasandra,1365,3,1,0,0,1,0,53.0,3883.0
Banglore,Bommasandra,1055,2,1,0,0,1,0,40.0,3791.0
Banglore,Bommasandra,1055,2,1,0,0,1,0,41.0,3886.0
Banglore,Bommasandra,1055,2,1,0,0,1,0,41.0,3886.0
Banglore,Bommasandra,1020,2,1,0,0,1,1,41.0,4020.0
Banglore,Bommasandra,1055,2,1,0,0,1,1,42.0,3981.0
Banglore,Bommasandra,920,1,1,0,0,1,1,37.35,4060.0
Banglore,Other,920,1,0,0,0,1,0,37.35,4060.0
Banglore,Bommasandra,920,1,0,0,0,1,0,37.35,4060.0
Banglore,Bommasandra,1260,2,0,0,0,1,0,50.5,4008.0
Banglore,Bommasandra,1260,3,1,0,0,1,1,51.0,4048.0
Banglore,Bommasandra,1015,2,1,0,0,1,1,40.0,3941.0
Banglore,Bommasandra,1055,2,1,0,0,1,1,42.0,3981.0
Banglore,Bommasandra,1280,3,1,0,0,1,1,50.75,3965.0
Banglore,Bommasandra,1005,2,0,0,0,0,0,39.75,3955.0
Banglore,Bommasandra,1005,2,1,0,0,1,1,40.0,3980.0
Banglore,Bommasandra,1055,2,0,0,0,0,0,41.0,3886.0
Banglore,Bommasandra,1055,2,1,0,0,1,0,41.0,3886.0
Banglore,Bommasandra,1280,3,1,0,0,1,0,51.0,3984.0
Banglore,Bommasandra,1055,2,1,0,0,1,0,41.0,3886.0
Banglore,Bommasandra,1053,2,1,0,0,1,0,41.0,3894.0
Banglore,Bommasandra,1054,2,1,0,0,1,0,41.0,3890.0
Banglore,Bommasandra,1361,3,1,0,0,1,0,53.0,3894.0
Banglore,Bommasandra,1365,3,1,0,0,1,0,53.0,3883.0
Banglore,Electronic City Phase 2,788,2,1,0,0,1,1,28.76,3650.0
Banglore,Electronic City Phase 2,718,2,1,0,0,1,1,26.2,3649.0
Banglore,Electronic City Phase 2,1005,2,1,0,0,1,1,36.68,3650.0
Banglore,Bommasandra,1054,2,1,0,0,1,0,41.0,3890.0
Banglore,Bommasandra,1361,3,1,0,0,1,0,53.0,3894.0
Banglore,Bommasandra,1365,3,1,0,0,1,0,53.0,3883.0
Banglore,Electronic City Phase 2,788,2,1,0,0,1,1,28.76,3650.0
Banglore,Electronic City Phase 2,718,2,1,0,0,1,1,26.2,3649.0
Banglore,Electronic City Phase 2,1005,2,1,0,0,1,1,36.68,3650.0
Banglore,Electronic City Phase 2,1332,3,1,0,0,1,1,48.61,3649.0
Banglore,Horamavu,1122,2,0,0,0,1,1,48.8,4349.0
Banglore,Other,1215,2,0,0,0,1,0,49.0,4033.0
Banglore,Whitefield Hope Farm Junction,1745,3,0,0,0,1,1,59.33,3400.0
Banglore,Whitefield Hope Farm Junction,1660,3,0,0,0,1,1,56.44,3400.0
Banglore,Kudlu,1850,3,1,0,0,1,1,119.0,6432.0
Banglore,Kudlu,1850,3,1,0,0,1,1,118.0,6378.0
Banglore,Kudlu,1850,3,1,0,0,1,1,122.0,6595.0
Banglore,Kudlu,1850,3,1,0,0,1,1,121.0,6541.0
Banglore,Kudlu,1850,3,1,0,0,1,1,125.0,6757.0
Banglore,Kudlu,1850,3,1,0,0,1,1,121.0,6541.0
Banglore,Kudlu,1850,3,1,0,0,1,1,123.0,6649.0
Banglore,Kudlu,1850,3,1,0,0,1,1,115.0,6216.0
Banglore,Kudlu,1850,3,1,0,0,1,1,119.0,6432.0
Banglore,Horamavu,1116,2,0,0,0,1,1,48.54,4349.0
Banglore,Horamavu,1107,2,0,0,0,1,1,48.15,4350.0
Banglore,Horamavu,1161,2,0,0,0,1,1,50.5,4350.0
Banglore,Horamavu,1062,2,0,0,0,1,1,46.19,4349.0
Banglore,Horamavu,1100,2,0,0,0,1,1,47.85,4350.0
Banglore,Horamavu,1143,2,0,0,0,1,1,49.72,4350.0
Banglore,Horamavu,1089,2,0,0,0,1,1,47.37,4350.0
Banglore,Electronic City Phase 2,1505,3,1,0,0,1,1,82.18,5460.0
Banglore,Electronic City Phase 2,1535,3,1,0,0,1,1,83.70999,5453.0
Banglore,Electronic City Phase 2,1470,3,1,0,0,1,1,80.39,5469.0
Banglore,Electronic City Phase 2,1045,2,1,0,0,1,1,58.68,5615.0
Banglore,Electronic City Phase 2,1075,2,1,0,0,1,1,60.21,5601.0
Banglore,Electronic City Phase 2,1290,2,1,0,0,1,1,71.94,5577.0
Banglore,Electronic City Phase 2,1380,2,1,0,0,1,1,75.81,5493.0
Banglore,Electronic City Phase 2,1465,3,1,0,0,1,1,81.37,5554.0
Banglore,Other,1170,2,0,0,0,0,0,55.0,4701.0
Banglore,Jakkur,1482,3,1,0,0,0,0,76.31999,5150.0
Banglore,Jakkur,1284,2,1,0,0,0,0,66.12,5150.0
Banglore,Jakkur,1057,2,1,0,0,0,0,54.43,5149.0
Banglore,Thanisandra,1047,2,1,0,0,1,1,53.39,5099.0
Banglore,Thanisandra,1030,2,1,0,0,1,1,52.53,5100.0
Banglore,Thanisandra,1586,3,1,0,0,1,1,80.88,5100.0
Banglore,Thanisandra,1387,3,1,0,0,1,1,70.73,5099.0
Banglore,Thanisandra,1254,2,1,0,0,1,1,63.95,5100.0
Banglore,Thanisandra,1426,3,1,0,0,1,1,72.72,5100.0
Banglore,Thanisandra,1394,3,1,0,0,1,1,71.09,5100.0
Banglore,Thanisandra,1430,3,1,0,0,1,1,72.93,5100.0
Banglore,Thanisandra,1501,3,1,0,0,1,1,76.55,5100.0
Banglore,Thanisandra,1335,3,1,0,0,1,1,68.08,5100.0
Banglore,Whitefield Hope Farm Junction,1835,3,1,0,0,1,1,116.0,6322.0
Banglore,Whitefield Hope Farm Junction,1850,3,1,0,0,1,1,117.0,6324.0
Banglore,Whitefield Hope Farm Junction,1860,3,1,0,0,1,1,117.0,6290.0
Banglore,Whitefield Hope Farm Junction,1765,3,1,0,0,1,1,112.0,6346.0
Banglore,Whitefield Hope Farm Junction,1830,3,1,0,0,1,1,115.0,6284.0
Banglore,Whitefield Hope Farm Junction,1730,3,1,0,0,1,1,110.0,6358.0
Banglore,Varthur,1195,2,1,0,0,1,1,88.0,7364.0
Banglore,Varthur,2321,3,1,0,0,1,1,154.0,6635.0
Banglore,RR Nagar,1393,3,1,0,0,1,0,79.0,5671.0
Banglore,Kudlu,720,1,0,0,0,1,1,30.24,4200.0
Banglore,Kudlu,1250,2,0,0,0,1,1,52.5,4200.0
Banglore,Kudlu,1225,2,0,0,0,1,1,51.45,4200.0
Banglore,Kudlu,1190,2,0,0,0,1,1,49.98,4200.0
Banglore,Kudlu,1200,2,0,0,0,1,1,50.4,4200.0
Banglore,Kudlu,1100,2,0,0,0,1,1,46.2,4200.0
Banglore,Horamavu,1140,2,0,0,0,1,1,51.0,4474.0
Banglore,Varthur,1195,2,1,0,0,1,1,88.0,7364.0
Banglore,Varthur,2321,3,1,0,0,1,1,154.0,6635.0
Banglore,Varthur,1655,3,1,0,0,1,1,110.0,6647.0
Banglore,Krishnarajapura,1080,2,0,0,0,0,0,52.5,4861.0
Banglore,Kadugodi,1555,3,0,0,0,1,1,82.3,5293.0
Banglore,Varthur,960,2,0,0,0,1,1,54.0,5625.0
Banglore,Krishnarajapura,1225,2,0,0,0,0,0,54.0,4408.0
Banglore,Kadugodi,1555,3,0,0,0,1,1,85.0,5466.0
Banglore,Kadugodi,1555,3,0,0,0,1,1,86.0,5531.0
Banglore,RR Nagar,1901,3,1,0,0,1,1,99.99,5260.0
Banglore,Varthur,1195,2,1,0,0,1,1,88.0,7364.0
Banglore,Varthur,2321,3,1,0,0,1,1,154.0,6635.0
Banglore,Varthur,1655,3,1,0,0,1,1,110.0,6647.0
Banglore,Bommanahalli,1275,2,1,0,0,0,1,92.77,7276.0
Banglore,Bommanahalli,1615,3,1,0,0,0,1,116.0,7183.0
Banglore,Bommanahalli,1515,3,1,0,0,0,1,109.0,7195.0
Banglore,Bommanahalli,1455,3,1,0,0,0,1,105.0,7216.0
Banglore,Bommanahalli,1360,3,1,0,0,0,1,98.59,7249.0
Banglore,ITPL,1011,1,1,0,0,1,1,45.5,4500.0
Banglore,Electronic City Phase 2,1310,3,1,0,0,1,1,48.0,3664.0
Banglore,RR Nagar,2350,3,0,0,0,1,0,135.0,5745.0
Banglore,Nelamangala,814,2,0,0,0,1,0,43.59,5355.0
Banglore,Jalahalli,1405,3,0,0,0,1,0,85.7,6100.0
Banglore,Other,3613,4,0,0,0,1,0,235.0,6504.0
Banglore,Yelahanka,1545,3,1,0,0,1,0,99.0,6408.0
Banglore,Nelamangala,966,3,0,0,0,1,0,50.55,5233.0
Banglore,Nelamangala,1286,3,0,0,0,1,0,68.19,5302.0
Banglore,Nelamangala,708,2,0,0,0,1,0,38.72999,5470.0
Banglore,Electronic City Phase 2,1535,3,1,0,0,1,1,83.70999,5453.0
Banglore,Electronic City Phase 2,1470,3,1,0,0,1,1,80.39,5469.0
Banglore,Electronic City Phase 2,1045,2,1,0,0,1,1,58.68,5615.0
Banglore,Electronic City Phase 2,1075,2,1,0,0,1,1,60.21,5601.0
Banglore,Electronic City Phase 2,1290,2,1,0,0,1,1,71.94,5577.0
Banglore,Electronic City Phase 2,1380,2,1,0,0,1,1,75.81,5493.0
Banglore,Electronic City Phase 2,1465,3,1,0,0,1,1,81.37,5554.0
Banglore,Jakkur,1284,2,1,0,0,0,0,66.12,5150.0
Banglore,Jakkur,1057,2,1,0,0,0,0,54.43,5149.0
Banglore,Jakkur,1482,3,1,0,0,0,0,76.31999,5150.0
Banglore,Horamavu,930,1,0,0,0,1,1,43.71,4700.0
Banglore,Horamavu,930,1,0,0,0,1,1,43.71,4700.0
Banglore,Horamavu,1040,1,0,0,0,1,1,48.88,4700.0
Banglore,Horamavu,975,2,0,0,0,1,1,45.82,4699.0
Banglore,Horamavu,930,1,0,0,0,1,1,43.71,4700.0
Banglore,Horamavu,1040,1,0,0,0,1,1,48.88,4700.0
Banglore,Horamavu,975,2,0,0,0,1,1,45.82,4699.0
Banglore,Horamavu,1028,2,0,0,0,1,1,48.31,4699.0
