City,Area,total_sqft,BHK,Parking,AC,Wifi,Lift,Security,Price,Price_per_sqft
Delhi,Sector 12 Dwarka,2000,4,0,0,0,1,0,180.0,9000.0
Delhi,Sector-18 Dwarka,2100,4,0,0,0,1,0,220.0,10476.0
Delhi,Sector 11 Dwarka,1800,4,0,0,0,1,0,195.0,10833.0
Delhi,Sector 11 Dwarka,1600,3,0,0,0,1,0,145.0,9062.0
Delhi,Sector 9 Dwarka,1900,4,0,0,0,1,0,185.0,9737.0
Delhi,Sector 12 Dwarka,1700,3,1,0,0,1,1,182.0,10706.0
Delhi,Sector 4 Dwarka,1450,3,0,0,0,1,0,135.0,9310.0
Delhi,Sector 7 Dwarka,1530,3,0,0,0,1,0,131.0,8562.0
Delhi,Sector 19 Dwarka,2100,4,0,0,0,1,0,210.0,10000.0
Delhi,Sector 19 Dwarka,3300,4,0,0,0,1,0,285.0,8636.0
Delhi,Sector 10 Dwarka,1600,3,0,0,0,1,0,155.0,9688.0
Delhi,Sector 12 Dwarka,1600,3,1,0,0,1,1,155.0,9688.0
Delhi,Sector 10 Dwarka,1400,3,0,0,0,0,0,152.0,10857.0
Delhi,Sector 22 Dwarka,2200,4,0,0,0,1,0,254.0,11545.0
Delhi,Sector 6 Dwarka,1600,3,0,0,0,1,0,145.0,9062.0
Delhi,Sector 6 Dwarka,1700,3,1,0,0,1,1,175.0,10294.0
Delhi,Sector 3 Dwarka,1700,3,0,0,0,1,0,148.0,8706.0
Delhi,Sector 10 Dwarka,1500,3,1,0,0,1,1,128.0,8533.0
Delhi,Sector-18 Dwarka,2200,3,0,0,0,1,0,240.0,10909.0
Delhi,Sector 22 Dwarka,1100,2,0,0,0,1,0,115.0,10455.0
Delhi,Sector 19 Dwarka,3300,4,0,0,0,1,0,285.0,8636.0
Delhi,Sector 10 Dwarka,1600,3,0,0,0,1,0,155.0,9688.0
Delhi,Sector 12 Dwarka,1600,3,1,0,0,1,1,155.0,9688.0
Delhi,Sector 7 Dwarka,1300,3,0,0,0,1,0,135.0,10385.0
Delhi,Sector 6 Dwarka,1500,3,0,0,0,1,0,155.0,10333.0
Delhi,Sector 10 Dwarka,1800,3,0,0,0,1,0,160.0,8889.0
Delhi,Sector 19 Dwarka,1600,3,0,0,0,1,0,141.0,8812.0
Delhi,Sector 19 Dwarka,1500,3,1,0,0,1,0,155.0,10333.0
Delhi,Sector 10 Dwarka,2150,4,0,0,0,1,0,245.0,11395.0
Delhi,Sector 11 Dwarka,2500,3,0,0,0,1,0,198.0,7920.0
Delhi,Other,2200,4,1,0,0,1,0,185.0,8409.0
Delhi,Sector 19 Dwarka,2200,4,0,0,0,1,0,195.0,8864.0
Delhi,Other,900,2,0,0,0,0,0,70.0,7778.0
Delhi,Other,2500,4,0,0,0,1,0,195.0,7800.0
Delhi,Sector 13 Dwarka,1750,3,0,0,0,1,0,140.0,8000.0
Delhi,Uttam Nagar,1000,3,0,0,0,0,0,65.0,6500.0
Delhi,Uttam Nagar,900,3,0,0,0,0,0,58.0,6444.0
Delhi,Uttam Nagar,750,2,0,0,0,0,0,35.0,4667.0
Delhi,Sector 4 Dwarka,1600,3,1,0,0,1,0,140.0,8750.0
Delhi,Sector 10 Dwarka,1800,3,0,0,0,0,0,170.0,9444.0
Delhi,Sector 10 Dwarka,1800,3,0,0,0,1,0,170.0,9444.0
Delhi,Sector 22 Dwarka,2400,4,0,1,0,1,0,265.0,11042.0
Delhi,Sector 19 Dwarka,2200,4,0,0,0,1,0,220.0,10000.0
Delhi,Sector 19 Dwarka,2600,4,0,0,0,0,0,225.0,8654.0
Delhi,Sector 11 Dwarka,2400,3,0,0,0,1,0,210.0,8750.0
Delhi,Sector-18 Dwarka,2000,3,0,0,0,1,0,180.0,9000.0
Delhi,Sector 12 Dwarka,2100,3,0,0,0,1,0,170.0,8095.0
Delhi,Sector 23 Rohini,1200,3,0,0,0,1,0,70.0,5833.0
Delhi,Other,1125,3,0,0,0,1,0,95.0,8444.0
Delhi,Other,1125,3,0,0,0,1,0,80.0,7111.0
Delhi,Other,1125,3,0,0,0,1,0,85.0,7556.0
Delhi,Other,1200,3,0,0,0,1,0,85.0,7083.0
Delhi,Other,1200,3,0,0,0,1,0,75.0,6250.0
Delhi,Other,1200,3,0,0,0,1,0,80.0,6667.0
Delhi,Uttam Nagar,920,3,0,0,0,0,0,50.0,5435.0
Delhi,Other,1600,4,0,0,0,1,0,150.0,9375.0
Delhi,Other,1450,3,0,0,0,1,0,80.0,5517.0
Delhi,Other,600,2,0,0,0,1,0,40.0,6667.0
Delhi,Sector 23 Rohini,1125,3,0,0,0,1,0,79.0,7022.0
Delhi,Other,1700,3,0,0,0,1,0,165.0,9706.0
Delhi,Uttam Nagar,600,2,0,0,0,1,0,30.0,5000.0
Delhi,Sector 10 Dwarka,1800,3,0,0,0,1,0,148.0,8222.0
Delhi,Uttam Nagar,900,3,0,0,0,1,0,45.0,5000.0
Delhi,Uttam Nagar,600,2,0,0,0,1,0,28.51,4752.0
Delhi,Sector 6 Dwarka,1800,3,1,0,0,1,0,150.0,8333.0
Delhi,Uttam Nagar,900,3,0,0,0,1,0,42.11,4679.0
Delhi,Other,900,3,0,0,0,1,0,41.51,4612.0
Delhi,Uttam Nagar,600,2,0,0,0,1,0,28.51,4752.0
Delhi,Alaknanda,1650,4,0,1,0,0,0,163.99999,9939.0
Delhi,Alaknanda,1300,2,0,1,0,0,0,156.0,12000.0
Delhi,Other,1650,3,0,0,0,0,0,190.0,11515.0
Delhi,Other,1350,2,0,0,0,0,0,151.0,11185.0
Delhi,Sector 24 Rohini,1400,4,1,0,0,1,0,135.0,9643.0
Delhi,Sector 24 Rohini,2250,4,1,0,0,1,0,275.0,12222.0
Delhi,Sector 24 Rohini,300,1,1,0,0,1,0,22.0,7333.0
Delhi,Sector 24 Rohini,400,1,1,0,0,1,0,26.0,6500.0
Delhi,Sector 24 Rohini,700,2,1,0,0,1,0,60.0,8571.0
Delhi,Sector 24 Rohini,600,2,1,0,0,1,0,55.0,9167.0
Delhi,Other,1350,2,0,0,0,1,0,165.0,12222.0
Delhi,Alaknanda,1650,3,0,0,0,0,0,157.0,9515.0
Delhi,Alaknanda,1350,3,0,0,0,0,0,165.0,12222.0
Delhi,Alaknanda,1350,2,0,0,0,0,0,150.0,11111.0
Delhi,Alaknanda,1350,2,0,1,0,0,0,165.0,12222.0
Delhi,Alaknanda,1250,2,0,0,0,0,0,141.0,11280.0
Delhi,Alaknanda,1550,3,0,0,0,0,0,157.0,10129.0
Delhi,Other,1700,3,0,0,0,0,0,167.0,9824.0
Delhi,Other,1350,2,0,0,0,0,0,160.0,11852.0
Delhi,Other,1200,2,0,0,0,0,0,145.0,12083.0
Delhi,Alaknanda,1250,2,0,0,0,0,0,137.99999,11040.0
Delhi,Alaknanda,1650,3,0,1,0,0,0,195.0,11818.0
Delhi,Other,1170,3,0,0,0,0,0,70.0,5983.0
Delhi,Sector 13 Dwarka,1850,3,1,0,0,1,1,155.0,8378.0
Delhi,Sector 13 Dwarka,1800,3,1,0,0,1,1,137.99999,7667.0
Delhi,Sector 3 Dwarka,1750,3,0,0,0,1,0,132.0,7543.0
Delhi,Sector 22 Dwarka,1800,3,1,0,0,1,1,130.0,7222.0
Delhi,Sector 7 Dwarka,1750,3,0,0,0,1,0,130.0,7429.0
Delhi,Uttam Nagar,600,2,1,0,0,0,0,27.99,4665.0
Delhi,Uttam Nagar,750,2,1,0,0,0,0,37.99,5065.0
Delhi,Uttam Nagar,700,2,1,0,0,0,0,35.0,5000.0
Delhi,Vasant Kunj,600,1,1,1,0,1,0,70.0,11667.0
Delhi,Vasant Kunj,1100,2,1,0,0,1,0,130.0,11818.0
Delhi,Vasant Kunj,1700,3,1,0,0,1,0,190.0,11176.0
Delhi,Uttam Nagar,750,2,1,0,0,0,0,36.99,4932.0
Delhi,Uttam Nagar,650,2,1,0,0,0,0,30.99,4768.0
Delhi,Dwarka Mor,900,3,1,0,0,1,0,58.0,6444.0
Delhi,Dwarka Mor,750,2,1,0,0,1,0,35.0,4667.0
Delhi,Paschim Vihar,1000,3,0,0,0,0,0,100.0,10000.0
Delhi,Dwarka Mor,1250,3,1,0,0,1,0,69.0,5520.0
Delhi,Dwarka Mor,1050,3,1,0,0,1,0,55.0,5238.0
Delhi,Dwarka Mor,610,2,1,0,0,1,0,31.9,5230.0
Delhi,Dwarka Mor,640,2,1,0,0,1,0,32.2,5031.0
Delhi,Dwarka Mor,630,2,1,0,0,1,0,32.1,5095.0
Delhi,Dwarka Mor,650,2,1,0,0,1,0,32.25,4962.0
Delhi,Vasant Kunj,1000,2,1,0,0,1,0,105.0,10500.0
Delhi,Vasant Kunj,1000,2,1,0,0,1,0,110.0,11000.0
Delhi,Other,900,2,0,0,0,1,0,59.99,6666.0
Delhi,Other,1500,3,0,0,0,1,0,105.0,7000.0
Delhi,Vasant Kunj,1600,3,1,0,0,1,0,175.0,10938.0
Delhi,Sector 13 Dwarka,1700,3,0,0,0,0,0,115.0,6765.0
Delhi,Sector 13 Dwarka,1450,3,0,0,0,1,0,115.0,7931.0
Delhi,Paschim Vihar,1100,2,0,0,0,0,0,90.0,8182.0
Delhi,Other,1500,3,0,0,0,0,0,160.0,10667.0
Delhi,Uttam Nagar,950,3,0,0,0,0,0,47.99,5052.0
Delhi,Saket,500,1,0,1,0,0,0,61.0,12200.0
Delhi,Dwarka Mor,900,3,0,0,0,1,0,45.0,5000.0
Delhi,Vasant Kunj,600,1,1,1,0,1,0,70.0,11667.0
Delhi,Paschim Vihar,600,1,0,0,0,0,0,50.0,8333.0
Delhi,Paschim Vihar,1100,3,0,0,0,0,0,95.0,8636.0
Delhi,Paschim Vihar,1800,3,0,0,0,0,0,180.0,10000.0
Delhi,Other,800,2,0,0,0,0,0,45.0,5625.0
Delhi,Other,800,2,0,0,0,1,0,50.0,6250.0
Delhi,Other,1000,2,0,0,0,1,0,62.0,6200.0
Delhi,Other,1500,3,0,0,0,0,0,100.0,6667.0
Delhi,Vasant Kunj,1100,2,1,0,0,1,0,110.0,10000.0
Delhi,Sector 6 Dwarka,581,1,0,0,0,1,0,65.0,11188.0
Delhi,Vasant Kunj,1700,2,1,0,0,1,0,180.0,10588.0
Delhi,Vasant Kunj,581,1,0,0,0,1,0,67.98999,11702.0
Delhi,Uttam Nagar,1000,3,1,0,0,1,0,70.0,7000.0
Delhi,Uttam Nagar,500,1,1,0,0,1,0,24.0,4800.0
Delhi,Uttam Nagar,750,2,1,0,0,1,0,35.0,4667.0
Delhi,Uttam Nagar,450,1,1,0,0,1,0,25.0,5556.0
Delhi,Uttam Nagar,750,2,1,0,0,1,0,35.0,4667.0
Delhi,Paschim Vihar,850,2,0,0,0,0,0,80.0,9412.0
Delhi,Paschim Vihar,750,2,0,0,0,0,0,75.0,10000.0
Delhi,Paschim Vihar,900,2,0,0,0,0,0,85.0,9444.0
Delhi,Paschim Vihar,650,2,0,0,0,0,0,65.0,10000.0
Delhi,Paschim Vihar,1105,3,0,1,0,1,0,130.0,11765.0
Delhi,Paschim Vihar,600,2,1,0,0,0,0,70.0,11667.0
Delhi,Other,600,2,0,0,0,0,0,28.0,4667.0
Delhi,Sarita Vihar,1000,2,1,0,0,0,0,85.0,8500.0
Delhi,Vasant Kunj,2000,3,1,0,0,1,0,230.0,11500.0
Delhi,Paschim Vihar,1200,3,1,0,0,1,1,120.0,10000.0
Delhi,Burari,1080,3,0,0,0,1,0,55.0,5093.0
Delhi,Dwarka Mor,900,3,1,0,0,1,0,58.0,6444.0
Delhi,Dwarka Mor,750,2,1,0,0,1,0,35.0,4667.0
Delhi,Uttam Nagar,1000,3,0,0,0,1,0,52.0,5200.0
Delhi,Dwarka Mor,1000,3,1,0,0,1,0,52.0,5200.0
Delhi,Uttam Nagar,1400,4,0,0,0,0,0,89.0,6357.0
Delhi,Uttam Nagar,1350,3,0,0,0,0,0,75.0,5556.0
Delhi,Uttam Nagar,1250,4,0,0,0,0,0,70.0,5600.0
Delhi,Uttam Nagar,750,2,0,0,0,0,0,35.0,4667.0
Delhi,Other,1400,3,0,0,0,0,0,88.0,6286.0
Delhi,Other,1125,3,0,0,0,0,0,120.0,10667.0
Delhi,Saket,2650,4,0,0,0,0,0,300.0,11321.0
Delhi,Other,1300,3,0,0,0,0,0,123.0,9462.0
Delhi,Other,1800,2,0,0,0,0,0,84.0,4667.0
Delhi,Sector 13 Dwarka,1800,2,0,0,0,0,0,100.0,5556.0
Delhi,Dwarka Mor,1000,3,0,0,0,1,0,50.0,5000.0
Delhi,Dwarka Mor,900,3,0,0,0,1,0,45.0,5000.0
Delhi,Dwarka Mor,1050,3,0,0,0,1,0,60.0,5714.0
Delhi,Dwarka Mor,1100,3,0,0,0,1,0,65.0,5909.0
Delhi,Dwarka Mor,600,2,0,0,0,1,0,28.0,4667.0
Delhi,Alaknanda,1600,3,0,0,0,0,0,136.0,8500.0
Delhi,Sector 13 Dwarka,1800,2,1,0,0,1,0,110.0,6111.0
Delhi,Sector 6 Dwarka,1400,3,0,0,0,0,0,117.0,8357.0
Delhi,Alaknanda,1650,3,0,0,0,0,0,195.0,11818.0
Delhi,Saket,1800,3,0,1,0,0,0,205.0,11389.0
Delhi,Vasant Kunj,1200,3,0,0,0,0,0,80.0,6667.0
Delhi,Vasant Kunj,720,2,0,0,0,0,0,37.0,5139.0
Delhi,Vasant Kunj,720,2,0,0,0,0,0,37.0,5139.0
Delhi,Alaknanda,1550,3,0,0,0,0,0,145.0,9355.0
Delhi,Alaknanda,1550,3,0,0,0,0,0,145.0,9355.0
Delhi,Saket,1450,2,0,0,0,0,0,165.0,11379.0
Delhi,Other,1800,3,0,0,0,1,0,128.0,7111.0
Delhi,Sector 10 Dwarka,1800,3,1,0,0,1,1,140.0,7778.0
Delhi,Sector 7 Dwarka,1800,3,0,0,0,1,0,128.0,7111.0
Delhi,Other,1550,3,0,0,0,0,0,85.0,5484.0
Delhi,Other,1550,3,0,0,0,1,0,85.0,5484.0
Delhi,Saket,2750,5,0,1,0,0,0,290.0,10545.0
Delhi,Saket,2250,4,0,0,0,0,0,190.0,8444.0
Delhi,Sector-18 Dwarka,1800,3,0,0,0,0,0,145.0,8056.0
Delhi,Vasant Kunj,1250,3,0,0,0,1,0,75.0,6000.0
Delhi,Vasant Kunj,850,2,0,0,0,1,0,45.0,5294.0
Delhi,Vasant Kunj,850,2,0,0,0,0,0,45.0,5294.0
Delhi,Vasant Kunj,1150,2,0,0,0,1,0,75.0,6522.0
Delhi,Vasant Kunj,1000,3,0,0,0,0,0,65.0,6500.0
Delhi,Vasant Kunj,1170,3,0,0,0,0,0,75.0,6410.0
Delhi,Vasant Kunj,1100,3,0,0,0,0,0,70.0,6364.0
Delhi,Vasant Kunj,1200,3,0,0,0,0,0,75.0,6250.0
Delhi,Vasant Kunj,2000,4,0,0,0,0,0,150.0,7500.0
Delhi,Vasant Kunj,750,2,0,0,0,0,0,44.0,5867.0
Delhi,Vasant Kunj,900,3,0,0,0,0,0,55.0,6111.0
Delhi,Vasant Kunj,900,3,0,0,0,0,0,55.0,6111.0
Delhi,Saket,1500,2,0,0,0,0,0,180.0,12000.0
Delhi,Sector 3 Dwarka,1900,3,0,0,0,1,0,130.0,6842.0
Delhi,Other,2600,4,0,0,0,1,0,160.0,6154.0
Delhi,Saket,3260,4,0,1,0,0,0,270.0,8282.0
Delhi,Saket,3450,3,0,1,0,0,0,260.0,7536.0
Delhi,Saket,2200,4,0,1,0,0,0,210.0,9545.0
Delhi,Saket,1750,3,0,0,0,0,0,200.0,11429.0
Delhi,Saket,2160,3,0,1,0,0,0,200.0,9259.0
Delhi,Saket,2500,4,0,1,0,0,0,290.0,11600.0
Delhi,Saket,2850,4,0,0,0,0,0,300.0,10526.0
Delhi,Saket,1650,3,0,0,0,0,0,160.0,9697.0
Delhi,Other,1160,3,0,0,0,1,0,65.0,5603.0
Delhi,Other,1100,2,1,0,0,0,0,110.0,10000.0
Delhi,Other,1650,2,1,0,0,0,0,155.0,9394.0
Delhi,Other,1125,3,0,0,0,1,0,57.0,5067.0
Delhi,Vasant Kunj,650,1,1,0,0,1,0,75.0,11538.0
Delhi,Vasant Kunj,1100,2,1,0,0,1,0,130.0,11818.0
Delhi,Sector 6 Dwarka,1500,3,0,0,0,0,0,117.0,7800.0
Delhi,Other,450,1,0,0,0,0,0,21.0,4667.0
Delhi,Other,600,2,0,0,0,0,0,35.0,5833.0
Delhi,Shahdara,1125,3,0,0,0,0,0,67.0,5956.0
Delhi,Other,450,1,0,0,0,0,0,21.0,4667.0
Delhi,Other,500,1,0,0,0,0,0,46.0,9200.0
Delhi,Paschim Vihar,1000,2,0,0,0,0,0,90.0,9000.0
Delhi,Shahdara,1215,4,0,0,0,1,0,80.0,6584.0
Delhi,Other,1500,3,0,0,0,1,1,130.0,8667.0
Delhi,Shahdara,1440,4,0,0,0,1,0,115.0,7986.0
Delhi,Vasant Kunj,1550,3,0,0,0,1,0,185.0,11935.0
Delhi,Vasant Kunj,1650,3,0,0,0,1,0,190.0,11515.0
Delhi,Vasant Kunj,550,1,0,0,0,1,0,65.0,11818.0
Delhi,Vasant Kunj,581,1,1,1,0,1,0,70.0,12048.0
Delhi,Other,1500,3,0,0,0,1,1,130.0,8667.0
Delhi,Shahdara,1440,4,0,0,0,1,0,115.0,7986.0
Delhi,Other,1400,3,0,0,0,0,0,160.0,11429.0
Delhi,Other,1400,3,0,0,0,0,0,160.0,11429.0
Delhi,Sector 23 Rohini,1125,3,0,0,0,1,0,80.0,7111.0
Delhi,Alaknanda,1650,3,0,0,0,0,0,195.0,11818.0
Delhi,Sector 6 Dwarka,1700,3,1,0,0,1,1,125.0,7353.0
Delhi,Sector 12 Dwarka,1800,3,1,0,0,1,1,113.99999,6333.0
Delhi,Vasant Kunj,650,1,1,1,0,1,0,75.0,11538.0
Delhi,Vasant Kunj,1050,1,1,0,0,1,0,115.0,10952.0
Delhi,Uttam Nagar,1500,4,1,0,0,1,0,90.0,6000.0
Delhi,Uttam Nagar,1400,4,1,0,0,1,0,89.0,6357.0
Delhi,Uttam Nagar,1350,3,1,0,0,1,0,75.0,5556.0
Delhi,Uttam Nagar,750,2,1,0,0,1,0,35.0,4667.0
Delhi,Vasant Kunj,1100,2,1,0,0,1,0,120.0,10909.0
Delhi,Other,1000,2,1,0,0,0,0,120.0,12000.0
Delhi,Other,450,1,0,0,0,1,0,23.0,5111.0
Delhi,Other,1500,3,1,0,0,1,0,180.0,12000.0
Delhi,Other,750,2,1,0,0,0,0,84.99,11332.0
Delhi,Other,1125,3,0,0,0,1,0,57.0,5067.0
Delhi,Uttam Nagar,900,3,0,0,0,1,0,62.0,6889.0
Delhi,Vasant Kunj,1700,3,1,0,0,1,0,185.0,10882.0
Delhi,Sector 6 Dwarka,2100,4,0,1,0,1,0,215.0,10238.0
Delhi,Sector 6 Dwarka,1800,3,0,1,0,1,0,210.0,11667.0
Delhi,Sector 6 Dwarka,1500,3,0,1,0,1,0,180.0,12000.0
Delhi,Sector 5 Dwarka,1500,3,0,1,0,1,0,137.99999,9200.0
Delhi,Sector 10 Dwarka,1500,3,1,1,0,1,1,160.0,10667.0
Delhi,Sector 6 Dwarka,2100,4,0,1,0,1,0,200.0,9524.0
Delhi,Other,1100,2,0,0,0,0,0,85.0,7727.0
Delhi,Other,750,1,1,0,0,0,0,63.0,8400.0
Delhi,Other,1200,3,0,0,0,0,0,125.0,10417.0
Delhi,Other,1050,2,1,0,0,0,0,87.0,8286.0
Delhi,Vasant Kunj,1700,2,1,0,0,1,0,199.0,11706.0
Delhi,Vasant Kunj,1650,3,1,0,0,1,0,195.0,11818.0
Delhi,Hari Nagar,750,2,0,0,0,0,0,42.0,5600.0
Delhi,Hari Nagar,900,2,0,0,0,1,0,51.0,5667.0
Delhi,Sector 19 Dwarka,1900,4,1,1,0,1,0,225.0,11842.0
Delhi,Sector 11 Dwarka,1900,4,0,1,0,1,0,205.0,10789.0
Delhi,Sector 22 Dwarka,1900,4,0,1,0,1,1,175.0,9211.0
Delhi,Other,1000,2,0,0,0,0,0,80.0,8000.0
Delhi,Sector 10 Dwarka,1500,3,1,1,0,1,1,140.0,9333.0
Delhi,Other,1000,2,0,0,0,0,0,80.0,8000.0
Delhi,Other,450,1,0,0,0,0,0,22.0,4889.0
Delhi,Other,1300,2,0,0,0,0,0,148.0,11385.0
Delhi,Hari Nagar,900,2,0,0,0,1,0,45.0,5000.0
Delhi,Vasant Kunj,1000,2,0,0,0,0,0,55.0,5500.0
Delhi,Sector 6 Dwarka,1800,3,0,1,0,1,0,175.0,9722.0
Delhi,Sector 6 Dwarka,1500,3,1,1,0,1,1,147.0,9800.0
Delhi,Sector 5 Dwarka,1500,3,0,1,0,1,0,155.0,10333.0
Delhi,Other,950,2,0,0,0,0,0,90.0,9474.0
Delhi,Hari Nagar,450,1,0,0,0,0,0,30.0,6667.0
Delhi,Paschim Vihar,1200,2,0,0,0,0,0,118.0,9833.0
Delhi,Hari Nagar,650,2,0,0,0,1,0,36.0,5538.0
Delhi,Hari Nagar,450,1,0,0,0,0,0,30.0,6667.0
Delhi,Other,900,2,0,0,0,0,0,105.0,11667.0
Delhi,Hari Nagar,900,2,0,0,0,1,0,51.0,5667.0
Delhi,Other,1300,1,0,1,0,0,0,120.0,9231.0
Delhi,Other,900,2,0,0,0,0,0,100.0,11111.0
Delhi,Other,2000,3,1,0,0,0,1,200.0,10000.0
Delhi,Hari Nagar,800,2,0,0,0,1,0,42.0,5250.0
Delhi,Sector 10 Dwarka,1900,4,1,1,0,1,0,210.0,11053.0
Delhi,Sector 22 Dwarka,1900,4,0,1,0,1,1,175.0,9211.0
Delhi,Sector 22 Dwarka,1150,2,0,1,0,1,0,115.0,10000.0
Delhi,Sector 19 Dwarka,2000,4,0,1,0,1,0,230.0,11500.0
Delhi,Sector 23 Dwarka,1500,3,0,1,0,1,0,135.0,9000.0
Delhi,Sector 19 Dwarka,1150,2,0,1,0,1,0,124.0,10783.0
Delhi,Sector-18 Dwarka,1500,3,0,1,0,1,0,165.0,11000.0
Delhi,Sector 7 Dwarka,1150,2,0,1,0,1,0,105.0,9130.0
Delhi,Sector 12 Dwarka,1500,3,0,1,0,1,0,175.0,11667.0
Delhi,Sector 3 Dwarka,1150,2,1,1,0,1,1,105.0,9130.0
Delhi,Hari Nagar,450,1,0,0,0,0,0,30.0,6667.0
Delhi,Paschim Vihar,1200,2,0,0,0,0,0,118.0,9833.0
Delhi,Hari Nagar,650,2,0,0,0,1,0,36.0,5538.0
Delhi,Vasant Kunj,1700,2,1,0,0,1,0,199.0,11706.0
Delhi,Sector 3 Dwarka,1500,3,0,1,0,1,0,145.0,9667.0
Delhi,Sector 11 Dwarka,1900,4,0,1,0,1,0,205.0,10789.0
Delhi,Sector 22 Dwarka,1150,2,0,1,0,1,0,115.0,10000.0
Delhi,Sector 19 Dwarka,2000,4,0,1,0,1,0,230.0,11500.0
Delhi,Sector 23 Dwarka,1500,3,0,1,0,1,0,135.0,9000.0
Delhi,Sector 19 Dwarka,1150,2,0,1,0,1,0,124.0,10783.0
Delhi,Other,1000,2,0,0,0,0,0,80.0,8000.0
Delhi,Other,450,1,0,0,0,0,0,22.0,4889.0
Delhi,Other,1300,1,0,1,0,0,0,120.0,9231.0
Delhi,Other,900,2,0,0,0,0,0,100.0,11111.0
Delhi,Other,2000,3,1,0,0,0,1,200.0,10000.0
Delhi,Other,2000,3,1,0,0,0,1,220.0,11000.0
Delhi,Vasant Kunj,650,1,1,1,0,1,0,70.0,10769.0
Delhi,Vasant Kunj,650,1,1,0,0,1,0,75.0,11538.0
Delhi,Hari Nagar,500,1,0,0,0,0,0,30.0,6000.0
Delhi,Paschim Vihar,1200,3,0,0,0,0,0,125.0,10417.0
Delhi,Paschim Vihar,1000,2,0,0,0,0,0,90.0,9000.0
Delhi,Paschim Vihar,1200,3,0,0,0,0,0,100.0,8333.0
Delhi,Paschim Vihar,1200,3,0,0,0,1,0,100.0,8333.0
Delhi,Other,1000,2,0,0,0,0,0,94.0,9400.0
Delhi,Other,1350,3,0,0,0,0,0,165.0,12222.0
Delhi,Other,1000,2,1,0,0,0,0,107.0,10700.0
Delhi,Paschim Vihar,1500,1,0,0,0,0,0,160.0,10667.0
Delhi,Vasant Kunj,1650,3,1,0,0,1,1,190.0,11515.0
Delhi,Jasola,1100,2,0,0,0,0,0,119.0,10818.0
Delhi,Jasola,1050,2,0,0,0,0,0,117.0,11143.0
Delhi,Jasola,1150,2,0,0,0,0,0,110.0,9565.0
Delhi,Jasola,1050,2,0,0,0,0,0,111.0,10571.0
Delhi,Jasola,1050,2,0,0,0,0,0,115.0,10952.0
Delhi,Jasola,1450,3,0,0,0,0,0,137.99999,9517.0
Delhi,Jasola,1450,3,0,0,0,0,0,126.0,8690.0
Delhi,Jasola,1050,2,0,0,0,0,0,116.0,11048.0
Delhi,Jasola,1450,3,0,0,0,0,0,136.0,9379.0
Delhi,Other,600,1,0,0,0,0,0,49.99,8332.0
Delhi,Other,650,2,0,0,0,1,0,36.0,5538.0
Delhi,Other,450,1,0,0,0,1,0,24.0,5333.0
Delhi,Other,900,3,0,0,0,1,0,55.0,6111.0
Delhi,Paschim Vihar,1200,2,0,0,0,0,0,90.0,7500.0
Delhi,Other,1350,3,0,0,0,0,0,120.0,8889.0
Delhi,Other,1963,4,0,0,0,0,0,160.0,8151.0
Delhi,Jasola,1050,2,0,0,0,0,0,116.0,11048.0
Delhi,Jasola,1450,3,0,0,0,0,0,136.0,9379.0
Hyderabad,Nizampet,1340,2,1,0,0,1,1,69.68,5200.0
Hyderabad,Manikonda,1318,2,0,0,0,0,0,65.9,5000.0
Hyderabad,Alwal,1295,3,0,0,0,1,0,57.39,4432.0
Hyderabad,Kukatpally,1145,2,1,0,0,1,0,56.79,4960.0
Hyderabad,Nizampet,1230,2,0,0,0,1,0,60.99,4959.0
Hyderabad,Manikonda,1350,2,0,0,0,1,0,70.0,5185.0
Hyderabad,Tellapur,2240,3,0,0,0,0,1,99.0,4420.0
Hyderabad,Gachibowli,1520,2,0,0,0,1,0,98.0,6447.0
Hyderabad,Kokapet,1535,3,1,0,0,1,1,89.03,5800.0
Hyderabad,Other,1150,2,0,0,0,1,0,63.0,5478.0
Hyderabad,Mehdipatnam,1285,2,0,0,0,1,0,63.0,4903.0
Hyderabad,Tellapur,1897,3,1,0,0,1,1,90.0,4744.0
Hyderabad,Narsingi,1725,3,1,0,0,1,1,111.0,6435.0
Hyderabad,Kukatpally,1592,3,0,0,0,1,0,109.0,6847.0
Hyderabad,Madhapur,1150,2,0,0,0,1,0,86.25,7500.0
Hyderabad,Tellapur,2240,3,0,0,0,1,1,99.0,4420.0
Hyderabad,Puppalaguda,1050,3,0,0,0,0,0,39.0,3714.0
Hyderabad,Nizampet,1340,2,1,0,0,1,1,69.68,5200.0
Hyderabad,Manikonda,1318,2,0,0,0,0,0,65.9,5000.0
Hyderabad,Alwal,1295,3,0,0,0,1,0,57.39,4432.0
Hyderabad,Kukatpally,1145,2,1,0,0,1,0,56.79,4960.0
Hyderabad,Nizampet,1230,2,0,0,0,1,0,60.99,4959.0
Hyderabad,Manikonda,1350,2,0,0,0,1,0,70.0,5185.0
Hyderabad,Tellapur,2240,3,0,0,0,0,1,99.0,4420.0
Hyderabad,Gachibowli,1520,2,0,0,0,1,0,98.0,6447.0
Hyderabad,Kokapet,1535,3,1,0,0,1,1,89.03,5800.0
Hyderabad,Other,1150,2,0,0,0,1,0,63.0,5478.0
Hyderabad,Mehdipatnam,1285,2,0,0,0,1,0,63.0,4903.0
Hyderabad,Tellapur,1897,3,1,0,0,1,1,90.0,4744.0
Hyderabad,Narsingi,1725,3,1,0,0,1,1,111.0,6435.0
